id,emoji,name,description,keywords,sentiment_label,sentiment_score
1502,🆖,NG Button,"The letters NG, shown enclosed in a square, which are an acronym for the words No Good.",letters ng shown acronym words good enclosed square,NEGATIVE,0.9996305704116821
1503,🅾️, O Button (Blood Type),A symbol representing Blood Type O. Displayed as the letter O on a red background.,symbol representing blood type displayed,NEGATIVE,0.9652930498123169
1504,🆗,OK Button,"The letters OK, shown enclosed in a square. Meaning Okay, denoting approval. The opposite of the Squared NG Emoji.",squared ng emoji meaning okay denoting letters ok shown square approval,NEGATIVE,0.9981417655944824
1505,🅿️, P Button,P Button was approved as part of Unicode 5.2 in 2009 under the name “Negative Squared Latin Capital Letter P” and added to Emoji 1.0 in 2015.,button approved unicode 2009 negative letter added emoji,NEGATIVE,0.9935309290885925
1506,🆘,SOS Button,SOS is the description for the distress signal in Morse Code. This emoji means SOS or “emergency”.,means sos emergency emoji description distress morse code,NEGATIVE,0.9978437423706055
1507,🆙,Up! Button,"The word up with an exclamation point after it, shown enclosed in a square. Originally intended to denote leveling up in a game.",intended denote leveling game exclamation point shown word,NEGATIVE,0.9930263757705688
1508,🆚,Vs Button,Vs Button was approved as part of Unicode 6.0 in 2010 under the name “Squared Vs” and added to Emoji 1.0 in 2015.,vs added emoji button approved unicode 2010 squared,NEGATIVE,0.9753035306930542
1509,🈁,Japanese “Here” Button,"Means “Here” in Japanese, referring to a destination.",means japanese referring destination,POSITIVE,0.9530000686645508
1510,🈂️, Japanese “Service Charge” Button,"Translates as meaning complimentary, or free of charge. For example, a drink that is given ""on the house"" to a regular customer.",translates meaning complimentary free charge example drink,POSITIVE,0.9874306917190552
1511,🈷️, Japanese “Monthly Amount” Button,"CJK Ideographs are characters used in Chinese, Japanese and Korean languages. Their writing systems all completely or partly use Chinese characters.",cjk ideographs characters used chinese use,NEGATIVE,0.8629431128501892
1512,🈶,Japanese “Not Free of Charge” Button,This emoji means to own or posses.,emoji means posses,NEGATIVE,0.9900619983673096
1513,🈯,Japanese “Reserved” Button,This character translates as meaning a finger or toe pointing to indicate a certain direction.,toe pointing indicate translates meaning finger character,NEGATIVE,0.9403430819511414
1514,🉐,Japanese “Bargain” Button,Denotes a “good bargain” in Japanese.,denotes good bargain japanese,POSITIVE,0.9852369427680969
1515,🈹,Japanese “Discount” Button,"Symbol for a sale, or bargain prices in Japan (“cut prices”). Literally translated, this character means to cut or divide.",japan cut prices character means divide bargain symbol sale,NEGATIVE,0.9946722388267517
1516,🈚,Japanese “Free of Charge” Button,"This means to lack, or have none of something.",means lack,NEGATIVE,0.9996594190597534
1517,🈲,Japanese “Prohibited” Button,"This Emoji means “prohibit, restrict or forbid” in Japanese.",emoji means prohibit restrict forbid japanese,NEGATIVE,0.9986305236816406
1518,🉑,Japanese “Acceptable” Button,Japanese “Acceptable” Button was approved as part of Unicode 6.0 in 2010 under the name “Circled Ideograph Accept” and added to Emoji 1.0 in 2015.,japanese acceptable button approved unicode 2010 accept added emoji,NEGATIVE,0.9314146041870117
1519,🈸,Japanese “Application” Button,This Emoji has two meanings.,emoji meanings,NEGATIVE,0.9327865242958069
1520,🈴,Japanese “Passing Grade” Button,"Means “agreement” in Japanese. More literally, it means to unite, or join together.",means unite join agreement japanese literally,POSITIVE,0.9876533150672913
1521,🈳,Japanese “Vacancy” Button,This 空 character means empty and available in Japanese. This is used in the context of an empty parking space or a vacant hotel room.,space vacant hotel means available japanese room character used context,NEGATIVE,0.9993488192558289
1522,㊗️, Japanese “Congratulations” Button,"Translated from Japanese, this means ""congratulations"" or ""pray for happiness"".",japanese means congratulations pray translated happiness,POSITIVE,0.9983447790145874
1523,㊙️, Japanese “Secret” Button,Japanese “Secret” Button was approved as part of Unicode 1.1 in 1993 under the name “Circled Ideograph Secret” and added to Emoji 1.0 in 2015.,japanese secret button added emoji approved unicode circled ideograph,NEGATIVE,0.9589247107505798
1524,🈺,Japanese “Open for Business” Button,Means “work” in Japanese.  This Emoji used to mean “open for business” and precedes business hours.,work japanese emoji used means mean open business,POSITIVE,0.9386842250823975
1525,🈵,Japanese “No Vacancy” Button,"This emoji means “full” in Japanese, usually used to denote “full capacity” such as a gas/petrol tank on a car or pre-paid phone card.",emoji means japanese usually used denote capacity petrol tank,NEGATIVE,0.9950507283210754
1526,🔴,Red Circle,Red Circle was approved as part of Unicode 6.0 in 2010 under the name “Large Red Circle” and added to Emoji 1.0 in 2015.,circle approved unicode red added emoji large 2010,NEGATIVE,0.9315791130065918
1527,🟠,Orange Circle,Orange Circle was approved as part of Unicode 12.0 in 2019 under the name “Large Orange Circle” and added to Emoji 12.0 in 2019.,orange circle approved unicode added emoji large,NEGATIVE,0.8492113351821899
1528,🟡,Yellow Circle,Yellow Circle was approved as part of Unicode 12.0 in 2019 under the name “Large Yellow Circle” and added to Emoji 12.0 in 2019.,circle approved unicode yellow added emoji 12 large,NEGATIVE,0.9060846567153931
1529,🟢,Green Circle,Green Circle was approved as part of Unicode 12.0 in 2019 under the name “Large Green Circle” and added to Emoji 12.0 in 2019.,circle approved unicode added emoji green large 12,NEGATIVE,0.8087833523750305
1530,🔵,Blue Circle,Blue Circle was approved as part of Unicode 6.0 in 2010 under the name “Large Blue Circle” and added to Emoji 1.0 in 2015.,circle approved unicode blue added emoji large 2010,NEGATIVE,0.8846591711044312
1531,🟣,Purple Circle,Purple Circle was approved as part of Unicode 12.0 in 2019 under the name “Large Purple Circle” and added to Emoji 12.0 in 2019.,circle added emoji approved unicode purple large 12,NEGATIVE,0.8960410356521606
1532,🟤,Brown Circle,Brown Circle was approved as part of Unicode 12.0 in 2019 under the name “Large Brown Circle” and added to Emoji 12.0 in 2019.,circle added emoji approved unicode brown large 12,NEGATIVE,0.9127034544944763
1533,⚫,Black Circle,Black Circle was approved as part of Unicode 4.1 in 2005 under the name “Medium Black Circle” and added to Emoji 1.0 in 2015.,circle added emoji approved unicode black medium 2015,NEGATIVE,0.9791761636734009
1534,⚪,White Circle,White Circle was approved as part of Unicode 4.1 in 2005 under the name “Medium White Circle” and added to Emoji 1.0 in 2015.,circle approved unicode white added emoji medium,NEGATIVE,0.9727773070335388
1535,🟥,Red Square,"A square shown in the color red. May be used to represent anything red, including a red penalty card in football (soccer).",used represent red penalty card including color square shown,NEGATIVE,0.9935524463653564
1536,🟧,Orange Square,A square shown in the color of orange. May be used to represent anything orange.,used represent orange color square shown,NEGATIVE,0.9837082028388977
1537,🟨,Yellow Square,"A square shown in the color yellow. May be used to represent anything yellow, including a yellow penalty card in football (soccer).",used represent yellow penalty card including color,NEGATIVE,0.9948773980140686
1538,🟩,Green Square,A square shown in the color of green. May be used to represent anything green.,used represent green square shown color,NEGATIVE,0.9700484871864319
1539,🟦,Blue Square,A square shown in the color of blue. May be used to represent anything blue.,used represent blue square shown color,NEGATIVE,0.9695487022399902
1540,🟪,Purple Square,A square shown in the color of purple. May be used to represent anything purple.,used represent purple square shown color,NEGATIVE,0.9867541193962097
1541,🟫,Brown Square,A square shown in the color of brown. May be used to represent anything brown.,square shown color used represent brown,NEGATIVE,0.9918237328529358
1542,⬛,Black Large Square,A square shown in the shade of black. May be used to represent anything black.,used represent black square shown shade,NEGATIVE,0.9978616833686829
1543,⬜,White Large Square,A square shown in the shade of white. May be used to represent anything white.,used represent white square shown shade,NEGATIVE,0.9945248365402222
1544,◼️, Black Medium Square,Black Medium Square was approved as part of Unicode 3.2 in 2002 and added to Emoji 1.0 in 2015.,square approved unicode 2002 added emoji 2015 black medium,NEGATIVE,0.950983464717865
1545,◻️, White Medium Square,White Medium Square was approved as part of Unicode 3.2 in 2002 and added to Emoji 1.0 in 2015.,square approved unicode 2002 added emoji white medium 2015,NEGATIVE,0.9277194142341614
1546,◾,Black Medium-Small Square,Black Medium-Small Square was approved as part of Unicode 3.2 in 2002 under the name “Black Medium Small Square” and added to Emoji 1.0 in 2015.,square added emoji approved unicode 2002 black 2015,NEGATIVE,0.9921517372131348
1547,◽,White Medium-Small Square,White Medium-Small Square was approved as part of Unicode 3.2 in 2002 under the name “White Medium Small Square” and added to Emoji 1.0 in 2015.,square added emoji approved unicode 2002 white small medium,NEGATIVE,0.9894284605979919
1548,▪️, Black Small Square,Black Small Square was approved as part of Unicode 1.1 in 1993 and added to Emoji 1.0 in 2015.,square approved unicode 1993 added emoji black small 2015,NEGATIVE,0.9678175449371338
1549,▫️, White Small Square,White Small Square was approved as part of Unicode 1.1 in 1993 and added to Emoji 1.0 in 2015.,square approved unicode 1993 added emoji white small 2015,NEGATIVE,0.953190267086029
1550,🔶,Large Orange Diamond,A larger version of the small orange diamond emoji.,orange diamond emoji small version,POSITIVE,0.9531397819519043
1551,🔷,Large Blue Diamond,Large Blue Diamond was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015.,diamond approved unicode blue 2010 added emoji large,POSITIVE,0.606467604637146
1552,🔸,Small Orange Diamond,A small version of the large orange diamond emoji.,orange diamond emoji large,NEGATIVE,0.9678729176521301
1553,🔹,Small Blue Diamond,Small Blue Diamond was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015.,diamond approved unicode 2010 added emoji blue small,NEGATIVE,0.800837516784668
1554,🔺,Red Triangle Pointed Up,Red Triangle Pointed Up was approved as part of Unicode 6.0 in 2010 under the name “Up-Pointing Red Triangle” and added to Emoji 1.0 in 2015.,triangle added emoji pointed approved unicode red 2010 pointing,NEGATIVE,0.9754063487052917
1555,🔻,Red Triangle Pointed Down,Red Triangle Pointed Down was approved as part of Unicode 6.0 in 2010 under the name “Down-Pointing Red Triangle” and added to Emoji 1.0 in 2015.,triangle added emoji pointed approved unicode 2010 pointing red,NEGATIVE,0.994644045829773
1556,💠,Diamond with a Dot,"A glyph that is used for kawaii in Japan, resembling the shape of a flower.",glyph used kawaii japan resembling shape flower,NEGATIVE,0.8598061203956604
